AOID,Label
F1.2PP.0B4,0B4-sklad
F1.2PP.0B5,0B5-sklad
F1.2PP.0B6,0B6-sklad
F1.2PP.0B7,0B7-WC
F1.2PP.0B8,0B8-WC
F1.2PP.0B9,0B9-WC
F1.2PP.0C1,0C1-chodba
F1.2PP.0C2,0C2-chodba
F1.2PP.0C3,0C3-sklad
F1.2PP.0C4,0C4-chodba
F1.2PP.0C5,0C5-sklad
F1.2PP.0C6,0C6-chodba
F1.2PP.0C7,0C7-sklad
F1.2PP.0C8,0C8-schody
F1.2PP.0C9,0C9-chodba
F1.2PP.0D1,0D1-chodba
F1.2PP.0D2,0D2-chodba
F1.2PP.0D3,0D3-sklad
F1.2PP.0D4,0D4-chodba
F1.2PP.0D5,0D5-WC
F1.2PP.0D6,0D6-chodba
F1.2PP.0D7,0D7-chodba
F1.2PP.0D8,0D8-sklad
F1.2PP.0D9,0D9-sklad
F1.2PP.0E1,0E1-chodba
F1.2PP.0E2,0E2-sklad
F1.2PP.0E3,0E3-výrobní prostory
F1.2PP.0E4,0E4-výrobní prostory
F1.2PP.0E5,0E5-výrobní prostory
F1.2PP.0E6,0E6-výrobní prostory
F1.2PP.0E7,0E7-výrobní prostory
F1.2PP.0E8,0E8-výrobní prostory
F1.2PP.0F1,0F1-výrobní prostory
F1.2PP.0F2,0F2-výrobní prostory
F1.2PP.0F3,0F3-výrobní prostory
F1.2PP.0F4,0F4-výrobní prostory
F1.2PP.0F5,0F5-sklad
F1.2PP.0F6,0F6-sklad
F1.2PP.0F7,0F7-výrobní prostory
F1.2PP.0F8,0F8-sklad
F1.2PP.0F9,0F9-výrobní prostory
F1.3NP.400,400-kancelář
F1.3NP.401,401-kancelář
F1.3NP.402,402-sklad
F1.3NP.403,403-WC
F1.3NP.405,405-WC
F1.3NP.407,407-kancelář
F1.3NP.408,408-kancelář
F1.3NP.410,410-kancelář
F1.3NP.411,411-kancelář
F1.3NP.413,413-kancelář
F1.3NP.414,414-kancelář
F1.3NP.415,415-kancelář
F1.3NP.416,416-kancelář
F1.3NP.418,418-kancelář
F1.3NP.419,419-kancelář
F1.3NP.420,420-kancelář
F1.3NP.421,421-kancelář
F1.3NP.422,422-kancelář
F1.3NP.423,423-kancelář
F1.3NP.424,424-kancelář
F1.3NP.425,425-výrobní prostory
F1.3NP.426,426-kancelář
F1.3NP.427,427-kancelář
F1.3NP.428,428-kancelář
F1.3NP.429,429-kancelář
F1.3NP.430,430-kancelář
F1.3NP.431,431-kancelář
F1.3NP.432,432-kancelář
F1.3NP.433,433-kancelář
F1.3NP.434,434-výrobní prostory
F1.3NP.435,435-kancelář
F1.3NP.436,436-kancelář
F1.3NP.437,437-kancelář
F1.3NP.438,438-kancelář
F1.3NP.439,439-kancelář
F1.3NP.440,440-kancelář
F1.3NP.441,441-kancelář
F1.3NP.442,442-kancelář
F1.3NP.443,443-kancelář
F1.3NP.444,444-kancelář
F1.3NP.445,445-výrobní prostory
F1.3NP.446A,446A-kancelář
F1.3NP.446B,446B-kancelář
F1.3NP.446C,446C-kancelář
F1.3NP.446D,446D-kancelář
F1.3NP.446E,446E-kancelář
F1.3NP.447,447-kancelář
F1.3NP.448,448-kancelář
F1.3NP.449,449-kancelář
F1.3NP.450,450-kancelář
F1.3NP.451,451-kancelář
F1.3NP.452,452-kancelář
F1.3NP.452A,452A-sklad
F1.3NP.453,453-chodba
F1.3NP.453A,453A-kancelář
F1.3NP.454,454-kancelář
F1.3NP.455,455-kancelář
F1.3NP.456,456-kancelář
F1.3NP.457,457-kancelář
F1.3NP.458,458-kancelář
F1.3NP.459,459-kancelář
F1.3NP.460,460-kancelář
F1.3NP.461,461-kancelář
F1.3NP.462,462-kancelář
F1.3NP.463,463-WC
F1.3NP.465,465-WC
F1.3NP.468,468-výrobní prostory
F1.3NP.469,469-kancelář
F1.3NP.470,470-kancelář
F1.3NP.471,471-kancelář
F1.3NP.472,472-kancelář
F1.3NP.473,473-kancelář
F1.3NP.474,474-kancelář
F1.3NP.475,475-kancelář
F1.3NP.476,476-kancelář
F1.3NP.477,477-kancelář
F1.3NP.478,478-kancelář
F1.3NP.479,479-kancelář
F1.3NP.480,480-kancelář
F1.3NP.481,481-kancelář
F1.3NP.482,482-kancelář
F1.3NP.483,483-kancelář
F1.3NP.484,484-kancelář
F1.3NP.485,485-kancelář
F1.3NP.486,486-kancelář
F1.3NP.486A,486A-kancelář
F1.3NP.487,487-kancelář
F1.3NP.488,488-kancelář
F1.3NP.489,489-kancelář
F1.3NP.490,490-kancelář
F1.3NP.491,491-kancelář
F1.3NP.492,492-kancelář
F1.3NP.493,493-kancelář
F1.3NP.4A1,4A1-WC
F1.3NP.4A2,4A2-WC
F1.3NP.4A3A,4A3A-výrobní prostory
F1.3NP.4A3B,4A3B-výrobní prostory
F1.3NP.4A3C,4A3C-výrobní prostory
F1.3NP.4A4,4A4-výrobní prostory
F1.3NP.4A5,4A5-výrobní prostory
F1.3NP.4A6,4A6-výrobní prostory
F1.3NP.4A7,4A7-schody
F1.3NP.4A8,4A8-WC
F1.3NP.4A9,4A9-WC
F1.3NP.4B1,4B1-WC
F1.3NP.4B2,4B2-WC
F1.3NP.4B2,4B2-WC
F1.3NP.4B3A,4B3A-výrobní prostory
F1.3NP.4B3B,4B3B-výrobní prostory
F1.3NP.4B3C,4B3C-výrobní prostory
F1.3NP.4B3D,4B3D-výrobní prostory
F1.3NP.4B4,4B4-schody
F1.3NP.4B5,4B5-výrobní prostory
F1.3NP.4B6,4B6-výrobní prostory
F1.3NP.4B7,4B7-schody
F1.3NP.4B8,4B8-WC
F1.3NP.4B9,4B9-WC
F1.3NP.4C1,4C1-výrobní prostory
F1.3NP.4C2,4C2-výrobní prostory
F1.3NP.4C3,4C3-výrobní prostory
F1.3NP.4D1,4D1-schody
F1.3NP.4D10,4D10-schody
F1.3NP.4D2,4D2-chodba
F1.3NP.4D3,4D3-chodba
F1.3NP.4D4,4D4-chodba
F1.3NP.4D5,4D5-schody
F1.3NP.4D6,4D6-chodba
F1.3NP.4D7,4D7-chodba
F1.3NP.4D8,4D8-schody
F1.3NP.4D9,4D9-chodba
F1.3NP.4E1,4E1-schody
F1.3NP.4E2,4E2-chodba
F1.3NP.4E3,4E3-chodba
F1.3NP.4E4,4E4-chodba
F1.3NP.4E5,4E5-chodba
F1.3NP.4F1,4F1-sociální zázemí
F1.3NP.4F2,4F2-sociální zázemí
F1.3NP.4F3,4F3-WC
F1.3NP.4F5,4F5-sociální zázemí
F1.3NP.4F6,4F6-sociální zázemí
F1.3NP.4F7,4F7-WC
F1.3NP.4K01,4K01-sklad
F1.3NP.4K02,4K02-sklad
F1.3NP.4K03,4K03-sklad
F1.3NP.4K04,4K04-sklad
F1.3NP.4K05,4K05-sklad
F1.3NP.4K06,4K06-sklad
F1.3NP.4K07,4K07-sklad
F1.3NP.4K08,4K08-sklad
F1.3NP.4K09,4K09-sklad
F1.3NP.4K10,4K10-sklad
F1.3NP.4K11,4K11-sklad
F1.3NP.4K12,4K12-sklad
F1.3NP.4K13,4K13-sklad
F1.3NP.4K14,4K14-sklad
F1.3NP.4K15,4K15-sklad
F1.3NP.4K16,4K16-sklad
F1.3NP.4K17,4K17-sklad
F1.3NP.4K18,4K18-sklad
F2.1MP.M01,M01-úklid
F2.1MP.M02,M02-WC
F2.1MP.M03,M03-WC
F2.1NP.100,100-chodba
F2.1NP.101,101-chodba
F2.1NP.102,102-schody
F2.1NP.103,103-sklad brusírny
F2.1NP.105,105-dílna - brusírna
F2.1NP.106,106-kancelář mistrů truhlářů
F2.1NP.107,107-chodba
F2.1NP.108,108-brusírna dřeva
F2.1NP.109,109-příruční sklad truhlářů
F2.1NP.110,110-ruční truhlářská dílna III.
F2.1NP.111,111-chodba
F2.1NP.111A,111A-chodba
F2.1NP.113,113-lakýrnická dílna
F2.1NP.113A,113A-lakýrnická dílna
F2.1NP.114,114-lakýrnická dílna
F2.1NP.115,115-předsíň lakýrnická dílna
F2.1NP.116,116-přípravna truhlárny
F2.1NP.117,117-chodba
F2.1NP.118,118-WC štukatéři
F2.1NP.119,119-WC štukatéři
F2.1NP.120,120-umývárna štukatéři
F2.1NP.121,121-schody
F2.1NP.122,122-chodba
F2.1NP.123,123-výtah
F2.1NP.124,124-štukatérská dílna
F2.1NP.125,125-strojní truhlářská dílna
F2.1NP.126,126-štukatérská dílna
F2.1NP.127,127-denní místn. Štukatéři
F2.1NP.128,128-sochařský ateliér
F2.1NP.129,129-chodba
F2.1NP.130,130-kancelář pro CNC stroj
F2.1NP.131,131-chodba
F2.1NP.132,132-výdejna nářadí
F2.1NP.135,135-ruční truhlářská dílna II.
F2.1NP.136,136-ruční truhlářská dílna I.
F2.1NP.137,137-zámečnická dílna
F2.1NP.137A,137A-zámečnická dílna
F2.1NP.138,138-chodba
F2.1NP.141,141-příruční sklad stavby
F2.1NP.142,142-výtah
F2.1NP.143,143-chodba
F2.1NP.144,144-schody
F2.1NP.145,145-umývárna štukatéři
F2.1NP.146,146-WC zámečníci
F2.1NP.147,147-WC zámečníci
F2.1NP.148,148-zámečnická dílna
F2.1NP.149,149-chodba
F2.1NP.150,150-kovářská dílna
F2.1NP.151,151-příruční sklad kovářské dílny
F2.1NP.152,152-chodba
F2.1NP.153,153-denní místn. Zámečníci
F2.1NP.154,154-příruční sklad zámečníků
F2.1NP.155,155-kancelář mistrů zámečníků
F2.1NP.156,156-soustružna zámečníci
F2.1NP.156A,156A-dení místn. Truhláři
F2.1NP.158,158-WC truhláři
F2.1NP.159,159-WC truhláři
F2.1PP.001,001-schody
F2.1PP.002,002-komora
F2.1PP.003,003-předsíň
F2.1PP.004,004-WC
F2.1PP.005,005-šatna
F2.1PP.006,006-umývárna
F2.1PP.007,007-předsíň
F2.1PP.008,008-sklad CO
F2.1PP.009,009-sklad CO
F2.1PP.010,010-sklad CO
F2.1PP.011,011-výrobní prostory
F2.1PP.012,012-sklad
F2.1PP.013,013-chodba
F2.1PP.014,014-WC
F2.1PP.015,015-výrobní prostory
F2.1PP.016,016-sklad
F2.1PP.017,017-umývárna
F2.1PP.018,018-šatna
F2.1PP.019,019-šatna
F2.1PP.020,020-šatna
F2.1PP.021,021-šatna
F2.1PP.022,022-šatna
F2.1PP.023,023-chodba
F2.1PP.024,024-sklad
F2.1PP.025,025-sklad
F2.1PP.026,026-sklad
F2.1PP.027,027-WC
F2.1PP.028,028-sklad
F2.1PP.029,029-sklad
F2.1PP.030,030-chodba
F2.1PP.031,031-umývárna štukatéři
F2.1PP.032,032-WC štukatéři
F2.1PP.033,033-WC štukatéři
F2.1PP.034,034-schody
F2.1PP.035,035-výtah
F2.1PP.036,036-sklad štukatéři
F2.1PP.037,037-sklad vývěvy
F2.1PP.038,038-sklad lisovna
F2.1PP.039,039-sklad štukatéři
F2.1PP.040,040-sklad štukatéři
F2.1PP.041,041-výrobní prostory
F2.1PP.042,042-sklad
F2.1PP.043,043-sklad - modely
F2.1PP.043A,043A-chodba
F2.1PP.043B,043B-sklad
F2.1PP.044,044-sklad
F2.1PP.045,045-sklad
F2.1PP.046,046-sklad štukatéři
F2.1PP.047,047-sklad - modely
F2.1PP.048,048-výrobní prostory
F2.1PP.049,049-sklad štukatéři
F2.1PP.050,050-sklad - laminovna
F2.1PP.051,051-chodba
F2.1PP.052,052-sklad
F2.1PP.053,053-chodba
F2.1PP.054,054-sklad
F2.1PP.055,055-sklad
F2.1PP.056,056-sklad
F2.1PP.057,057-chodba
F2.1PP.058,058-chodba
F2.1PP.059,059-sklad
F2.1PP.060,060-sklad
F2.1PP.061,061-výrobní prostory
F2.1PP.062,062-sklad
F2.1PP.063,063-sklad štukatéři
F2.1PP.064,064-sklad
F2.1PP.065,065-sklad stavba
F2.1PP.066,066-sklad stavba
F2.1PP.067,067-výtah
F2.1PP.068,068-výrobní prostory
F2.1PP.069,069-schody
F2.1PP.070,070-sklad
F2.1PP.073,073-chodba
F2.1PP.074,074-sklad
F2.1PP.075,075-sociální zázemí
F2.1PP.076,076-sklad
F2.1PP.077,077-sklad
F2.1PP.078,078-sklad
F2.1PP.079,079-chodba
F2.1PP.080,080-sklad
F2.1PP.081,081-sklad
F2.1PP.082,082-sociální zázemí
F2.1PP.083,083-sklad
F2.1PP.084,"084-sklad ""podkova"" štukatéři"
F2.1PP.084A,084A-sklad štukatéři
F2.1PP.085,085-sklad
F2.1PP.086,086-šatna truhláři
F2.1PP.087,087-WC truhláři
F2.1PP.088,088-šatna truhláři
F2.1PP.089,089-šatna truhláři
F2.1PP.090,090-šatna truhláři
F2.1PP.091,091-výrobní prostory
F2.1PP.092,092-výrobní prostory
F2.1PP.093,093-předsíň
F2.1PP.094,094-sklad truhláři
F2.1PP.095,095-šatna truhláři
F2.1PP.096,096-sprchy
F2.1PP.097,097-předsíň
F2.1PP.098,098-WC
F2.1PP.A,A-chodba
F2.1PP.B,B-chodba
F2.1PP.C,C-chodba
F2.1PP.D,D-chodba
F2.1PP.E,E-chodba
F2.1PP.F,F-chodba
F2.1PP.G,G-chodba
F2.1PP.H,H-chodba
F2.1PP.I,I-chodba
F2.2NP.200,200-WC ženy
F2.2NP.201,201-sprchy
F2.2NP.202,202-WC muži
F2.2NP.203A,203A-zasedací místn.
F2.2NP.204,204-kancelář rozpočtářů
F2.2NP.205,205-mistři stavby I.
F2.2NP.207,207-mistři stavby II.
F2.2NP.208,208-dílna čalouníci
F2.2NP.210,210-dílna malíři
F2.2NP.212,212-výrobní prostory
F2.2NP.213,213-výrobní prostory
F2.2NP.214,214-sklad příruční malíři
F2.2NP.215,215-chodba
F2.2NP.216,216-chodba
F2.2NP.217,217-lakýrnická dílna
F2.2NP.218,218-sklad šablon malíři
F2.2NP.219,219-příruční sklad čalouníci
F2.2NP.220,220-šatna malíři
F2.2NP.221,221-WC malíři
F2.2NP.222,222-schody
F2.2NP.223,223-sklad
F2.2NP.224,224-výtah
F2.2NP.225,225-kancelář
F2.2NP.226,226-kancelář
F2.2NP.227,227-kancelář
F2.2NP.227B,227B-kancelář
F2.2NP.227C,227C-kancelář
F2.2NP.228A,228A-kancelář
F2.2NP.228B,228B-kancelář
F2.2NP.229,229-WC ženy
F2.2NP.230,230-šatna ženy
F2.2NP.231,231-WC ženy
F2.2NP.232,232-WC muži
F2.2NP.233,233-šatna muži
F2.2NP.234,234-umývárna muži - dekorace
F2.2NP.235,235-kancelář
F2.2NP.236,236-kancelář
F2.2NP.237,237-výtah
F2.2NP.238,238-schody
F2.2NP.239,239-WC
F2.2NP.240,240-WC
F2.2NP.241,241-výrobní prostory
F2.2NP.242,242-kancelář
F2.2NP.243,243-kancelář
F2.2NP.243A,243A-kancelář
F2.2NP.243B,243B-kancelář
F2.2NP.244,244-kancelář
F2.2NP.244A,244A-kancelář vedoucího
F2.2NP.244B,244B-sklad
F2.2NP.244C,244C-zasedací místnost
F2.2NP.245,245-kancelář
F2.2NP.245A,245A-kancelář
F2.2NP.246,246-kancelář
F2.2NP.247,247-kancelář
F2.2NP.248,248-kancelář
F2.2NP.249,249-schody
F2.2NP.250,250-chodba
F2.2NP.251,251-chodba
F2.2NP.252,252-chodba
F2.2NP.253,253-chodba
F2.2NP.254,254-chodba
F2.2NP.255,255-chodba
F2.2NP.256,256-chodba
F2.2NP.257,257-chodba
F2.2NP.258,258-schody
F2.2NP.260,260-chodba
F2.2NP.260A,260A-chodba
F2.2NP.261,261-chodba
F2.2NP.262,262-sklad příruční - ředitel
F2.2NP.263,263-sklad
F2.2NP.264,264-archiv
F2.2NP.265,265-kancelář reklamy
F2.2NP.266,266-chodba
F2.3NP.300,300-kancelář
F2.3NP.301,301-sklad
F2.3NP.302,302-kancelář
F2.3NP.303,303-WC ženy
F2.3NP.304,304-sklad+sprcha
F2.3NP.305,305-WC muži
F2.3NP.306,306-kancelář
F2.3NP.307,307-kancelář
F2.3NP.309,309-výrobní prostory
F2.3NP.310,310-výrobní prostory
F2.3NP.311,311-výtah
F2.3NP.312,312-výtah
F2.3NP.313,313-chodba
F2.3NP.314,314-schody
FA.1NP.101,101-chodba
FA.1NP.102,102-kancelář
FA.1NP.103,103-kancelář
FA.1NP.104,104-kancelář
FA.1NP.105,105-chodba
FA.1NP.106,106-kancelář
FA.1NP.107,107-kancelář
FA.1NP.108,108-kancelář
FA.1NP.109,109-kancelář
FA.1NP.110,110-kancelář
FA.1NP.111,111-chodba
FA.1NP.112,112-sociální zázemí
FA.1NP.113,113-WC
FC.1MP.309,309-schody
FC.1MP.310,310-schody
FC.1MP.311,311-kancelář
FC.1MP.312,312-sklad
FC.1NP.200,200-kancelář
FC.1NP.200A,200A-kancelář
FC.1NP.201,201-kancelář
FC.1NP.202,202-kancelář
FC.1NP.203,203-kancelář
FC.1NP.204,204-kancelář
FC.1NP.206,206-kancelář
FC.1NP.207,207-kancelář
FC.1NP.208,208-kancelář
FC.1NP.209,209-kancelář
FC.1NP.209A,209A-kancelář
FC.1NP.210,210-kancelář
FC.1NP.211,211-kancelář
FC.1NP.212,212-úklid
FC.1NP.213,213-WC
FC.1NP.215,215-sklad
FC.1NP.215A,215A-sklad
FC.1NP.216,216-kancelář
FC.1NP.216A,216A-kancelář
FC.1NP.217,217-kancelář
FC.1NP.218,218-sklad
FC.1NP.219,219-kancelář
FC.1NP.220,220-sociální zázemí
FC.1NP.221,221-kancelář
FC.1NP.223,223-kancelář
FC.1NP.224,224-kancelář
FC.1NP.225,225-kancelář
FC.1NP.226,226-kancelář
FC.1NP.227,227-kancelář
FC.1NP.233,233-sociální zázemí
FC.1NP.234,234-kancelář
FC.1NP.235,235-kancelář
FC.1NP.236,236-kancelář
FC.1NP.238,238-kancelář
FC.1NP.240,240-WC
FC.1NP.251,251-chodba
FC.1NP.252,252-sklad
FC.1NP.253,253-kancelář
FC.1NP.254,254-chodba
FC.1NP.255,255-kancelář
FC.1NP.256,256-sklad
FC.1NP.257,257-kancelář
FC.1NP.258,258-chodba
FC.1NP.259,259-kancelář
FC.1NP.260,260-schody
FC.1NP.261,261-schody
FC.1NP.262,262-kancelář
FC.1NP.262A,262A-kancelář
FC.1NP.262B,262B-kancelář
FC.1NP.263,263-chodba
FC.1NP.266,266-kancelář
FC.1NP.267,267-chodba
FC.1NP.268,268-WC
FC.1NP.269,269-schody
FC.1NP.270,270-schody
FC.1NP.271,271-kancelář
FC.1NP.272,272-kancelář
FC.1NP.273,273-kancelář
FC.1NP.274,274-schody
FC.1NP.275,275-schody
FC.1NP.276,276-dílna
FC.1NP.277,277-kancelář
FC.1NP.278,278-WC
FC.1NP.279,279-chodba
FC.1NP.280,280-chodba
FC.1NP.281,281-chodba
FC.1NP.282,282-chodba
FC.1NP.283,283-chodba
FC.1NP.284,284-WC
FC.1NP.285,285-WC
FC.1NP.286,286-WC
FC.1NP.287,287-WC
FC.1NP.288,288-výrobní prostory
FC.1NP.290,290-výrobní prostory
FC.1NP.292,292-sociální zázemí
FC.1NP.293,293-kancelář
FC.1NP.295,295-chodba
FC.1NP.296,296-chodba
FC.1NP.297,297-chodba
FC.1NP.AT4,AT 4-ateliér
FC.2NP.300,300-chodba
FC.2NP.301,301-kancelář
FC.2NP.302,302-kancelář
FC.2NP.303,303-kancelář
FC.2NP.304,304-kancelář
FC.2NP.305,305-kancelář
FC.2NP.306,306-sociální zázemí
FC.2NP.307,307-chodba
FC.2NP.308,308-kancelář
FC.3NP.400,400-schody
FC.3NP.401,401-výrobní prostory
FC.3NP.402,402-výrobní prostory
FC.3NP.403,403-schody
FC.3NP.404,404-sklad
FC.3NP.405,405-sklad
G1.1NP.101,101-kotelna
G1.1NP.102,102-chodba
G1.1NP.103,103-šatna
G1.1NP.104,104-velín
G1.1NP.105,105-chodba
G1.1NP.106,106-umývárna
G1.1NP.107,107-WC
G1.1NP.108,108-úklid
G2.1NP.101,101-chodba
G2.1NP.102,102-sklad
G2.1NP.103,103-dílna
G2.1NP.104,104-sklad
G2.1NP.105,105-rekvizitárna
G2.1NP.106,106-WC
G2.1NP.108,108-výrobní prostory
G2.1NP.109,109-schody
G2.1PP.001,001-výrobní prostory
G2.1PP.002,002-výrobní prostory
G2.1PP.003,003-výrobní prostory
G2.1PP.004,004-sklad
G2.1PP.005,005-chodba
G2.1PP.006,006-výrobní prostory
G2.1PP.008,008-chodba
G2.1PP.009,009-chodba
G2.1PP.010,010-schody
G2.1PP.011,011-výrobní prostory
G2.1PP.012,012-chodba
G2.1PP.018,018-schody
G2.2NP.201,201-chodba
G2.2NP.202,202-sklad
G2.2NP.202A,202A-sklad
G2.2NP.203,203-chodba
G2.2NP.204,204-kancelář
G2.2NP.205,205-kancelář
G2.2NP.206,206-WC
G2.2NP.206A,206A-WC
G2.2NP.207,207-sociální zázemí
G2.2NP.208,208-kancelář
G2.2NP.209,209-chodba
G2.2NP.210,210-kancelář
G2.2NP.211,211-chodba
G2.2NP.212,212-kancelář
G2.2NP.212A,212A-sklad
G2.2NP.213,213-sklad
G2.2NP.214,214-kancelář
G2.2NP.215,215-schody
G3.1NP.101,101-dílna
G3.1NP.101A,101A-sociální zázemí
G3.1NP.102,102-dílna
G3.1NP.102A,102A-sociální zázemí
G3.1NP.103,103-úklid
G3.1NP.104,104-WC
G3.1NP.105,105-úklid
G3.1NP.106,106-WC
G4.1NP.101,101-kancelář
G4.1NP.102,102-chodba
G4.1NP.103,103-dílna
G4.1NP.103A,103A-dílna
G4.1NP.104,104-sklad
G4.1NP.105,105-kancelář
G4.1NP.106,106-dílna
G4.1NP.107,107-dílna
G4.1NP.108,108-sklad
G4.1NP.109,109-sklad
G4.1NP.110,110-sklad
G4.1NP.111,111-výtah
G4.1NP.112,112-výtah
G4.1NP.113,113-WC
G4.1NP.114,114-sklad
G4.1NP.115,115-dílna
G4.1NP.116,116-kancelář
G4.1NP.117,117-sklad
G4.1NP.118,118-dílna
G4.1NP.119,119-dílna
G4.1NP.120,120-WC
G4.1NP.121,121-chodba
G4.1NP.122,122-schody
G4.1NP.124,124-chodba
G4.1PP.001,001-chodba
G4.1PP.002,002-sklad
G4.1PP.003,003-sklad
G4.1PP.004,004-šatna
G4.1PP.005,005-sociální zázemí
G4.1PP.006,006-chodba
G4.1PP.007,007-šatna
G4.1PP.008,008-sociální zázemí
G4.1PP.009,009-výrobní prostory
G4.1PP.010,010-schody
G4.1PP.011,011-WC
G4.1PP.012,012-WC
G4.1PP.013,013-výtah
G4.1PP.014,014-výtah
G4.2NP.201,201-chodba
G4.2NP.202,202-sklad
G4.2NP.203,203-sklad
G4.2NP.204,204-WC
G4.2NP.205,205-WC
G4.2NP.206,206-kancelář
G4.2NP.207,207-schody
G4.2NP.208,208-výtah
G4.2NP.209,209-výtah
G4.3NP.301,301-chodba
G4.3NP.302,302-kancelář
G4.3NP.303,303-sklad
G4.3NP.304,304-WC
G4.3NP.305,305-WC
G4.3NP.306,306-sklad
G4.3NP.307,307-výtah
G4.3NP.308,308-výtah
G4.3NP.309,309-schody
G4.4NP.401,401-výrobní prostory
G4.4NP.402,402-výrobní prostory
G4.4NP.403,403-výrobní prostory
G4.4NP.404,404-výrobní prostory
G4.4NP.405,405-výrobní prostory
G5.1NP.201,201-chodba
G5.1NP.202,202-sklad
G5.1NP.203,203-WC
G5.1NP.204,204-WC
G5.1NP.205,205-WC
G5.1NP.206,206-WC
G5.1NP.207,207-sklad
G5.1NP.208,208-sklad
G5.1NP.209,209-sklad
G5.1NP.210,210-sklad
G5.1NP.211,211-kancelář
G5.1NP.212,212-kancelář
G5.1NP.213,213-kancelář
G5.1NP.214,214-kancelář
G5.1NP.215,215-výtah
G5.1NP.216,216-sklad
G5.1NP.217,217-výtah
G5.1NP.218,218-chodba
G5.1NP.219,219-sklad
G5.1PP.101,101-chodba
G5.1PP.102,102-WC
G5.1PP.103,103-WC
G5.1PP.104,104-WC
G5.1PP.105,105-šatna
G5.1PP.106,106-úklid
G5.1PP.107,107-sociální zázemí
G5.1PP.108,108-sociální zázemí
G5.1PP.109,109-sklad
G5.1PP.110,110-šatna
G5.1PP.111,111-výrobní prostory
G5.1PP.112,112-sociální zázemí
G5.1PP.113,113-výrobní prostory
G5.1PP.114,114-výtah
G5.1PP.115,115-sklad
G5.1PP.116,116-sklad
G5.1PP.116A,116A-sklad
G5.1PP.117,117-výtah
G5.1PP.118,118-chodba
G5.1PP.118A,118A-sklad
G5.1PP.118B,118B-sklad
G5.1PP.119,119-sklad
G5.1PP.120,120-WC
G5.1PP.121,121-chodba
G5.1PP.122,122-schody
G5.1PP.123,123-jídelna
G5.1PP.124,124-sklad
G5.2NP.301,301-chodba
G5.2NP.302,302-sklad
G5.2NP.303,303-WC
G5.2NP.304,304-WC
G5.2NP.305,305-WC
G5.2NP.306,306-WC
G5.2NP.307,307-sklad
G5.2NP.308,308-dílna
G5.2NP.309,309-dílna
G5.2NP.310,310-dílna
G5.2NP.311,311-dílna
G5.2NP.312,312-kancelář
G5.2NP.313,313-sklad
G5.2NP.314A,314A-kancelář
G5.2NP.314B,314B-kancelář
G5.2NP.315,315-dílna
G5.2NP.316,316-dílna
G5.2NP.317,317-dílna
G5.2NP.318,318-dílna
G5.2NP.319,319-dílna
G5.2NP.320,320-sklad
G5.2NP.321,321-sklad
G5.2NP.322,322-sklad
G5.2NP.323,323-výtah
G5.2NP.324,324-sklad
G5.2NP.325,325-výtah
G5.2NP.326,326-schody
G5.2PP.001,001-chodba
G5.2PP.002,002-sklad
G5.2PP.003,003-výtah
G5.2PP.004,004-chodba
G5.2PP.005,005-sklad
G5.2PP.006,006-sklad
G5.2PP.007,007-výrobní prostory
G5.2PP.008,008-schody
G5.3NP.401,401-chodba
G5.3NP.402,402-sklad
G5.3NP.403,403-WC
G5.3NP.404,404-WC
G5.3NP.405,405-WC
G5.3NP.406,406-WC
G5.3NP.407,407-chodba
G5.3NP.408,408-sklad
G5.3NP.409,409-sklad
G5.3NP.410,410-dílna
G5.3NP.411,411-kancelář
G5.3NP.412A,412A-dílna
G5.3NP.412B,412B-dílna
G5.3NP.412C,412C-dílna
G5.3NP.413,413-sklad
G5.3NP.414,414-sklad
G5.3NP.415,415-sklad
G5.3NP.416,416-výtah
G5.3NP.417,417-sklad
G5.3NP.418,418-schody
G5.4NP.501,501-chodba
G5.4NP.502,502-kancelář
G5.4NP.503,503-kancelář
G5.4NP.504,504-kancelář
G5.4NP.505,505-chodba
G5.4NP.506,506-sklad
G5.4NP.507,507-kancelář
G5.4NP.508,508-kancelář
G5.4NP.509,509-výrobní prostory
G5.4NP.510,510-WC
G5.4NP.511,511-kuchyňka
G5.4NP.512,512-výrobní prostory
G5.4NP.513,513-kancelář
G5.4NP.514,514-kancelář
G5.4NP.516,516-výtah
GA.1NP.101,101-chodba
GA.1NP.102,102-denní místnost
GA.1NP.103,103-chodba
GA.1NP.104,104-pokoj
GA.1NP.105,105-koupelna
GA.1NP.106,106-pokoj
GA.1NP.107,107-kancelář
GA.1NP.108,108-sklad
GA.1NP.109,109-umývárna
GA.1NP.110,110-výrobní prostory
GA.1NP.111,111-úklid
GA.1NP.112,112-WC
GB.1NP.101,101-sklad
GB.1NP.102,102-sklad
GB.1NP.103,103-sklad
GB.1NP.104,104-sklad
GB.1NP.105,105-sklad
GB.1NP.106,106-sklad
GB.1NP.107,107-sklad
GB.1NP.108,108-sklad
GB.1NP.109,109-sklad
GB.1NP.110,110-sklad
GB.1NP.111,111-sklad
GB.1NP.112,112-sklad
GB.1NP.113,113-sklad
GB.1NP.114,114-sklad
GB.1NP.115,115-sklad
GB.1NP.116,116-sklad
GB.1NP.117,117-sklad
GB.1PP.001,001-sklad
GB.1PP.002,002-sklad
GB.1PP.003,003-sklad
GB.1PP.004,004-sklad
GB.1PP.005,005-sklad
J1.1NP.101,101-kancelář
J1.1NP.102,102-kancelář
